Transaction Number,Business Date,PLU/Barcode,Item,Quantity,Amount incl GST,Tax Amount,Tax Name,Tax Rate,Sales Type,Shift,Employee,Tender,Transaction Time,
"16942,""20/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 09:20:58 AM"","
"16942,""20/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 09:20:58 AM"","
"16942,""20/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 09:20:58 AM"","
"16952,""20/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 09:32:16 AM"","
"16952,""20/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 09:32:16 AM"","
"16964,""20/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""107.96"",""20.19"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 09:48:54 AM"","
"16982,""20/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 10:19:03 AM"","
"17004,""20/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Cash PLN"",""20/06/2022 10:50:31 AM"","
"17006,""20/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 10:53:44 AM"","
"17020,""20/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 11:18:34 AM"","
"17048,""20/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""80701"",""Employee, 10"",""Card"",""20/06/2022 12:12:41 PM"","
"17072,""20/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80801"",""Employee, 7"",""Cash PLN,Loyalty points"",""20/06/2022 01:31:09 PM"","
"17084,""20/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""80801"",""Employee, 7"",""Card"",""20/06/2022 02:07:05 PM"","
"17084,""20/06/2022"",""0000001352809"",""MOCCA FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""80801"",""Employee, 7"",""Card"",""20/06/2022 02:07:05 PM"","
"17090,""20/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80801"",""Employee, 7"",""Card"",""20/06/2022 02:17:35 PM"","
"17128,""20/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80801"",""Employee, 7"",""Cash PLN"",""20/06/2022 04:24:52 PM"","
"17129,""20/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80801"",""Employee, 7"",""Card"",""20/06/2022 04:27:38 PM"","
"17143,""20/06/2022"",""0000001338111"",""GRILLED SANDWICH VEGE"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""80801"",""Employee, 7"",""Cash PLN,Cash PLN"",""20/06/2022 05:39:04 PM"","
"17202,""20/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""80901"",""Employee, 5"",""Cash PLN,Cash PLN"",""20/06/2022 10:51:51 PM"","
"255615,""20/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""86502"",""Employee, 2"",""Card"",""20/06/2022 04:37:53 AM"","
"255657,""20/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""86602"",""Employee, 3"",""Card"",""20/06/2022 07:06:46 AM"","
"255670,""20/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""86602"",""Employee, 3"",""Card"",""20/06/2022 07:56:30 AM"","
"255676,""20/06/2022"",""2000033113959"",""BAQUETTE AMERICAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""86602"",""Employee, 3"",""Cash PLN,Cash PLN"",""20/06/2022 08:05:52 AM"","
"255676,""20/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""86602"",""Employee, 3"",""Cash PLN,Cash PLN"",""20/06/2022 08:05:52 AM"","
"255679,""20/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""86602"",""Employee, 3"",""Card"",""20/06/2022 08:25:06 AM"","
"255683,""20/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""86602"",""Employee, 3"",""Card"",""20/06/2022 08:39:28 AM"","
"255695,""20/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""7.50"",""0.56"",""VAT 8%"",""8.00%"",""Regular Sales"",""86602"",""Employee, 3"",""Cash PLN"",""20/06/2022 10:26:32 AM"","
"255701,""20/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""10.99"",""2.06"",""VAT 23%"",""23.00%"",""Regular Sales"",""86602"",""Employee, 3"",""Cash PLN,Cash PLN"",""20/06/2022 10:41:41 AM"","
"255702,""20/06/2022"",""0000001357048"",""BURGER VEGE"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""86602"",""Employee, 3"",""Cash PLN"",""20/06/2022 10:56:07 AM"","
"255728,""20/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""86602"",""Employee, 3"",""Card"",""20/06/2022 12:27:06 PM"","
"255798,""20/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""86702"",""Employee, 1"",""Cash PLN,Cash PLN"",""20/06/2022 04:27:38 PM"","
"255900,""20/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""159.96"",""29.91"",""VAT 23%"",""23.00%"",""Regular Sales"",""86702"",""Employee, 1"",""Fleet card"",""20/06/2022 09:32:08 PM"","
"255905,""20/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""86702"",""Employee, 1"",""Card"",""20/06/2022 09:45:50 PM"","
"255925,""20/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""86802"",""Employee, 3"",""Cash PLN"",""20/06/2022 10:34:15 PM"","
"255925,""20/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""86802"",""Employee, 3"",""Cash PLN"",""20/06/2022 10:34:15 PM"","
"17212,""21/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81001"",""Employee, 5"",""Card"",""21/06/2022 01:16:59 AM"","
"17212,""21/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81001"",""Employee, 5"",""Card"",""21/06/2022 01:16:59 AM"","
"17225,""21/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""81001"",""Employee, 5"",""Card"",""21/06/2022 04:37:48 AM"","
"17235,""21/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""81101"",""Employee, 8"",""Cash PLN,Cash PLN"",""21/06/2022 06:10:29 AM"","
"17239,""21/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""81101"",""Employee, 8"",""Cash PLN,Cash PLN"",""21/06/2022 06:44:26 AM"","
"17247,""21/06/2022"",""0000001352916"",""MOCCA"",""1"",""10.99"",""2.06"",""VAT 23%"",""23.00%"",""Regular Sales"",""81101"",""Employee, 8"",""Card"",""21/06/2022 06:57:52 AM"","
"17254,""21/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""81101"",""Employee, 8"",""Card"",""21/06/2022 08:17:01 AM"","
"17255,""21/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""81101"",""Employee, 8"",""Card"",""21/06/2022 08:18:26 AM"","
"17275,""21/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""81101"",""Employee, 8"",""Card"",""21/06/2022 09:23:08 AM"","
"17275,""21/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81101"",""Employee, 8"",""Card"",""21/06/2022 09:23:08 AM"","
"17285,""21/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""81101"",""Employee, 8"",""Card"",""21/06/2022 09:58:43 AM"","
"17290,""21/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81101"",""Employee, 8"",""Card"",""21/06/2022 10:08:45 AM"","
"17326,""21/06/2022"",""0000001009498"",""LATTE SEASONAL"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""81101"",""Employee, 8"",""Card"",""21/06/2022 11:13:32 AM"","
"17328,""21/06/2022"",""0000001338111"",""GRILLED SANDWICH VEGE"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""81101"",""Employee, 8"",""Cash PLN,Cash PLN"",""21/06/2022 11:15:25 AM"","
"17347,""21/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81101"",""Employee, 8"",""BON TIR"",""21/06/2022 12:00:08 PM"","
"17367,""21/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""81101"",""Employee, 8"",""Cash PLN"",""21/06/2022 12:39:05 PM"","
"17392,""21/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""81201"",""Employee, 3"",""Card"",""21/06/2022 01:32:28 PM"","
"17425,""21/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81201"",""Employee, 3"",""Card"",""21/06/2022 02:45:22 PM"","
"17448,""21/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""81201"",""Employee, 3"",""Card"",""21/06/2022 03:37:13 PM"","
"17456,""21/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""81201"",""Employee, 3"",""Loyalty points,Card"",""21/06/2022 04:00:25 PM"","
"17520,""21/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""81201"",""Employee, 3"",""Fleet card"",""21/06/2022 06:39:49 PM"","
"255947,""21/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""86902"",""Employee, 3"",""Card"",""21/06/2022 04:04:49 AM"","
"255947,""21/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""86902"",""Employee, 3"",""Card"",""21/06/2022 04:04:49 AM"","
"255947,""21/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""86902"",""Employee, 3"",""Card"",""21/06/2022 04:04:49 AM"","
"255991,""21/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Card"",""21/06/2022 06:02:38 AM"","
"256029,""21/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Card"",""21/06/2022 07:14:24 AM"","
"256077,""21/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Card"",""21/06/2022 08:49:23 AM"","
"256080,""21/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Card"",""21/06/2022 08:57:34 AM"","
"256083,""21/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Cash PLN"",""21/06/2022 09:00:03 AM"","
"256105,""21/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Cash PLN,Cash PLN"",""21/06/2022 09:44:59 AM"","
"256105,""21/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Cash PLN,Cash PLN"",""21/06/2022 09:44:59 AM"","
"256105,""21/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Cash PLN,Cash PLN"",""21/06/2022 09:44:59 AM"","
"256105,""21/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Cash PLN,Cash PLN"",""21/06/2022 09:44:59 AM"","
"256110,""21/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Card"",""21/06/2022 10:15:07 AM"","
"256137,""21/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Card"",""21/06/2022 11:09:32 AM"","
"256139,""21/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Card"",""21/06/2022 11:18:51 AM"","
"256154,""21/06/2022"",""0000001357048"",""BURGER VEGE"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Card"",""21/06/2022 11:47:07 AM"","
"256154,""21/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Card"",""21/06/2022 11:47:07 AM"","
"256172,""21/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""107.96"",""20.19"",""VAT 23%"",""23.00%"",""Regular Sales"",""87002"",""Employee, 4"",""Card"",""21/06/2022 01:51:14 PM"","
"256191,""21/06/2022"",""0000001004097"",""LATTE"",""1"",""6.99"",""1.31"",""VAT 23%"",""23.00%"",""Regular Sales"",""87102"",""Employee, 3"",""Card"",""21/06/2022 02:30:43 PM"","
"256231,""21/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""87102"",""Employee, 3"",""Card"",""21/06/2022 05:43:24 PM"","
"256249,""21/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""159.96"",""29.91"",""VAT 23%"",""23.00%"",""Regular Sales"",""87102"",""Employee, 3"",""Fleet card"",""21/06/2022 07:50:42 PM"","
"256252,""21/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""5.54"",""0.41"",""VAT 8%"",""8.00%"",""Regular Sales"",""87102"",""Employee, 3"",""Card"",""21/06/2022 09:11:42 PM"","
"256252,""21/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""5.55"",""0.41"",""VAT 8%"",""8.00%"",""Regular Sales"",""87102"",""Employee, 3"",""Card"",""21/06/2022 09:11:42 PM"","
"256254,""21/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""4.78"",""0.35"",""VAT 8%"",""8.00%"",""Regular Sales"",""87102"",""Employee, 3"",""Card"",""21/06/2022 09:14:36 PM"","
"256254,""21/06/2022"",""2000033113980"",""BAQUETTE COUNTRY"",""1"",""4.78"",""0.35"",""VAT 8%"",""8.00%"",""Regular Sales"",""87102"",""Employee, 3"",""Card"",""21/06/2022 09:14:36 PM"","
"256254,""21/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""5.43"",""0.40"",""VAT 8%"",""8.00%"",""Regular Sales"",""87102"",""Employee, 3"",""Card"",""21/06/2022 09:14:36 PM"","
"256255,""21/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""5.94"",""0.44"",""VAT 8%"",""8.00%"",""Regular Sales"",""87102"",""Employee, 3"",""Card"",""21/06/2022 09:16:02 PM"","
"17645,""22/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 05:44:59 AM"","
"17661,""22/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""7.50"",""0.56"",""VAT 8%"",""8.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 06:02:08 AM"","
"17663,""22/06/2022"",""0000001352916"",""MOCCA"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Cash PLN,Cash PLN"",""22/06/2022 06:07:29 AM"","
"17674,""22/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 06:34:45 AM"","
"17681,""22/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 06:57:01 AM"","
"17681,""22/06/2022"",""2000033113959"",""BAQUETTE AMERICAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 06:57:01 AM"","
"17681,""22/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 06:57:01 AM"","
"17681,""22/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 06:57:01 AM"","
"17685,""22/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 07:12:47 AM"","
"17686,""22/06/2022"",""0000001004115"",""FLAT WHITE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Cash PLN"",""22/06/2022 07:16:16 AM"","
"17686,""22/06/2022"",""0000001004115"",""FLAT WHITE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Cash PLN"",""22/06/2022 07:16:16 AM"","
"17701,""22/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 07:42:52 AM"","
"17702,""22/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 07:43:41 AM"","
"17711,""22/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""6.99"",""1.31"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 07:57:29 AM"","
"17725,""22/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 08:42:49 AM"","
"17725,""22/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 08:42:49 AM"","
"17728,""22/06/2022"",""0000001004115"",""FLAT WHITE"",""1"",""5.99"",""1.12"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 08:53:47 AM"","
"17737,""22/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""BON TIR"",""22/06/2022 09:14:02 AM"","
"17747,""22/06/2022"",""0000001009498"",""LATTE SEASONAL"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Cash PLN,Cash PLN"",""22/06/2022 09:44:47 AM"","
"17758,""22/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 10:15:39 AM"","
"17770,""22/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""8.90"",""0.66"",""VAT 8%"",""8.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 10:40:39 AM"","
"17770,""22/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 10:40:39 AM"","
"17779,""22/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 11:17:10 AM"","
"17784,""22/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 11:23:58 AM"","
"17784,""22/06/2022"",""0000001352809"",""MOCCA FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 11:23:58 AM"","
"17786,""22/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 11:28:53 AM"","
"17791,""22/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Cash PLN"",""22/06/2022 11:41:20 AM"","
"17793,""22/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Cash PLN,Cash PLN"",""22/06/2022 11:43:15 AM"","
"17802,""22/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 12:08:04 PM"","
"17807,""22/06/2022"",""2000050110894"",""PRODUCT 4"",""1"",""50.98"",""9.53"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Fleet card"",""22/06/2022 12:29:20 PM"","
"17814,""22/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Card"",""22/06/2022 12:39:58 PM"","
"17823,""22/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Cash PLN,Cash PLN"",""22/06/2022 12:52:41 PM"","
"17828,""22/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""159.96"",""29.91"",""VAT 23%"",""23.00%"",""Regular Sales"",""81501"",""Employee, 6"",""Fleet card"",""22/06/2022 01:15:25 PM"","
